"","issue_d","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","installment","delinq_2yrs","application_type","loan_status"
"1009",2015-12-01,7000,3,6.49,"A","A2",10,"RENT",78000,0.0330030769230769,0,"INDIVIDUAL",1
"1010",2015-12-01,15000,3,13.99,"C","C4",3,"MORTGAGE",75000,0.082016,0,"INDIVIDUAL",1
"1011",2015-12-01,30000,3,16.59,"D","D2",2,"OWN",3e+05,0.0425392,3,"INDIVIDUAL",1
"1012",2015-12-01,30000,3,7.91,"A","A5",10,"OWN",110000,0.10242,0,"INDIVIDUAL",1
"1013",2015-12-01,35000,3,15.77,"D","D1",9,"MORTGAGE",85000,0.173157176470588,0,"INDIVIDUAL",1
"1014",2015-12-01,21000,3,14.85,"C","C5",5,"MORTGAGE",104000,0.08382,1,"INDIVIDUAL",1
"1015",2015-12-01,14000,3,11.99,"C","C1",10,"RENT",57400,0.0972,0,"INDIVIDUAL",1
"1016",2015-12-01,5000,3,11.99,"C","C1",5,"MORTGAGE",37000,0.0538540540540541,0,"INDIVIDUAL",1
"1017",2015-12-01,6925,3,13.44,"C","C3",10,"RENT",45000,0.062616,0,"INDIVIDUAL",1
"1018",2015-12-01,10000,3,7.91,"A","A5",3,"OWN",44298,0.084775836380875,1,"INDIVIDUAL",1
"1019",2015-12-01,15000,5,11.99,"C","C1",4,"RENT",75000,0.053376,0,"INDIVIDUAL",1
"1020",2015-12-01,4200,3,9.8,"B","B3",6,"OWN",130000,0.0124735384615385,0,"INDIVIDUAL",1
"1021",2015-12-01,16000,5,9.17,"B","B2",10,"MORTGAGE",50000,0.0800304,0,"INDIVIDUAL",1
"1022",2015-12-01,16200,5,20.5,"E","E4",10,"MORTGAGE",75000,0.0693968,0,"INDIVIDUAL",1
"1023",2015-12-01,12675,5,16.59,"D","D2",10,"MORTGAGE",50000,0.0749328,0,"INDIVIDUAL",1
"1024",2015-12-01,2500,3,11.99,"C","C1",0,"RENT",37000,0.0269286486486486,0,"INDIVIDUAL",1
"1025",2015-12-01,13000,3,6.99,"A","A3",3,"RENT",50000,0.096324,0,"INDIVIDUAL",1
"1026",2015-12-01,13625,3,13.44,"C","C3",1,"RENT",34100,0.162573607038123,0,"INDIVIDUAL",1
"1027",2015-12-01,17000,3,7.91,"A","A5",10,"MORTGAGE",110000,0.0580385454545455,0,"INDIVIDUAL",1
"1028",2015-12-01,30000,5,9.76,"B","B3",10,"MORTGAGE",80000,0.095082,0,"INDIVIDUAL",1
"1029",2015-12-01,32200,5,13.67,"C","C4",9,"MORTGAGE",106000,0.0841981132075472,0,"INDIVIDUAL",1
"1030",2015-12-01,35000,5,13.67,"C","C4",2,"MORTGAGE",150000,0.0646736,0,"INDIVIDUAL",1
"1031",2015-12-01,35000,5,16.99,"D","D3",8,"OWN",98000,0.106488979591837,0,"INDIVIDUAL",1
"1032",2015-12-01,14500,5,13.18,"C","C3",10,"MORTGAGE",130000,0.0305778461538462,0,"INDIVIDUAL",1
"1033",2015-12-01,11700,3,8.38,"B","B1",10,"OWN",58239,0.0759676505434503,0,"INDIVIDUAL",1
"1034",2015-12-01,15825,5,21.99,"F","F1",3,"RENT",44000,0.119176363636364,0,"INDIVIDUAL",1
"1035",2015-12-01,12000,3,7.89,"A","A5",10,"MORTGAGE",88000,0.051195,1,"INDIVIDUAL",1
"1036",2015-12-01,11575,3,14.48,"C","C5",2,"OWN",79000,0.0605027848101266,0,"INDIVIDUAL",1
"1037",2015-12-01,35000,3,18.99,"E","E3",2,"RENT",120000,0.128279,0,"INDIVIDUAL",1
"1038",2015-12-01,5800,3,13.67,"C","C4",1,"MORTGAGE",41000,0.0577492682926829,1,"INDIVIDUAL",1
"1039",2015-12-01,20000,3,12.59,"C","C2",10,"OWN",49400,0.162738461538462,0,"INDIVIDUAL",1
"1040",2015-12-01,16375,3,15.41,"D","D1",2,"OWN",65000,0.105404307692308,0,"INDIVIDUAL",1
"1041",2015-12-01,21000,3,16.99,"D","D3",1,"MORTGAGE",185000,0.0485584864864865,2,"INDIVIDUAL",1
"1042",2015-12-01,3000,3,11.22,"B","B5",3,"OWN",95000,0.0124458947368421,0,"INDIVIDUAL",1
"1043",2015-12-01,17000,3,6.24,"A","A2",10,"MORTGAGE",72000,0.086505,0,"INDIVIDUAL",1
"1044",2015-12-01,17975,3,16.55,"D","D2",5,"MORTGAGE",85000,0.0899068235294118,2,"INDIVIDUAL",1
"1045",2015-12-01,30000,5,18.2,"E","E1",10,"MORTGAGE",110000,0.0834632727272727,0,"INDIVIDUAL",1
"1046",2015-12-01,18850,5,27.31,"G","G2",10,"RENT",62000,0.112081935483871,2,"INDIVIDUAL",1
"1047",2015-12-01,5000,3,13.67,"C","C4",10,"MORTGAGE",50000,0.0408216,0,"INDIVIDUAL",1
"1048",2015-12-01,18000,5,17.57,"D","D4",10,"OWN",85000,0.0639374117647059,0,"INDIVIDUAL",1
"1049",2015-12-01,8150,3,19.99,"E","E4",3,"RENT",30000,0.12114,0,"INDIVIDUAL",1
"1050",2015-12-01,1000,3,16.99,"D","D3",10,"RENT",88000,0.00486136363636364,0,"INDIVIDUAL",1
"1051",2015-12-01,25000,5,20.99,"E","E5",8,"MORTGAGE",50000,0.162288,1,"INDIVIDUAL",1
"1052",2015-12-01,35000,5,18.49,"E","E2",10,"OWN",90000,0.119750666666667,1,"INDIVIDUAL",1
"1053",2015-12-01,9600,3,7.89,"A","A5",8,"MORTGAGE",64000,0.056315625,0,"INDIVIDUAL",1
"1054",2015-12-01,17850,5,9.17,"B","B2",10,"MORTGAGE",125000,0.03571392,0,"INDIVIDUAL",1
"1055",2015-12-01,10000,3,17.57,"D","D4",5,"MORTGAGE",65000,0.0663470769230769,0,"INDIVIDUAL",1
"1056",2015-12-01,30000,3,9.76,"B","B3",8,"MORTGAGE",95000,0.121849263157895,0,"INDIVIDUAL",1
"1057",2015-12-01,20650,5,13.18,"C","C3",10,"RENT",105000,0.0539154285714286,0,"INDIVIDUAL",1
"1058",2015-12-01,2000,3,20.99,"E","E5",10,"OWN",42000,0.0215257142857143,0,"INDIVIDUAL",1
"1059",2015-12-01,15000,3,16.99,"D","D3",10,"RENT",125000,0.05133312,0,"INDIVIDUAL",1
"1060",2015-12-01,35000,5,18.2,"E","E1",10,"RENT",109000,0.0982667889908257,0,"INDIVIDUAL",1
"1061",2015-12-01,1000,3,9.17,"B","B2",2,"MORTGAGE",22280,0.0171705565529623,0,"INDIVIDUAL",1
"1062",2015-12-01,6000,3,11.22,"B","B5",0,"RENT",115000,0.0205627826086957,0,"INDIVIDUAL",1
"1063",2015-12-01,6000,3,13.67,"C","C4",10,"RENT",84000,0.0291585714285714,0,"INDIVIDUAL",1
"1064",2015-12-01,5500,3,10.64,"B","B4",10,"MORTGAGE",42000,0.05118,2,"INDIVIDUAL",1
"1065",2015-12-01,4800,3,11.22,"B","B5",10,"MORTGAGE",80000,0.0236475,0,"INDIVIDUAL",1
"1066",2015-12-01,16000,5,18.2,"E","E1",5,"OWN",85000,0.0576056470588235,0,"INDIVIDUAL",1
"1067",2015-12-01,8500,3,7.89,"A","A5",10,"MORTGAGE",60000,0.053186,0,"INDIVIDUAL",1
"1068",2015-12-01,25600,5,8.38,"B","B1",4,"OWN",125000,0.05028,0,"INDIVIDUAL",1
"1069",2015-12-01,15600,3,9.17,"B","B2",2,"MORTGAGE",125000,0.04774272,0,"INDIVIDUAL",1
"1070",2015-12-01,20000,3,9.17,"B","B2",8,"OWN",65000,0.117707076923077,0,"INDIVIDUAL",1
"1071",2015-12-01,10200,3,6.24,"A","A2",6,"OWN",120000,0.031142,0,"INDIVIDUAL",1
"1072",2015-12-01,16500,3,9.76,"B","B3",4,"OWN",55000,0.115758545454545,0,"INDIVIDUAL",1
"1073",2015-12-01,24000,3,11.99,"C","C1",10,"MORTGAGE",186000,0.0514212903225807,0,"INDIVIDUAL",1
"1074",2015-12-01,21400,5,15.41,"D","D1",1,"MORTGAGE",70000,0.088068,0,"INDIVIDUAL",1
"1075",2015-12-01,5000,3,17.86,"D","D5",1,"RENT",30000,0.072168,0,"INDIVIDUAL",1
"1076",2015-12-01,14000,3,10.64,"B","B4",5,"MORTGAGE",1e+05,0.0547152,0,"INDIVIDUAL",1
"1077",2015-12-01,7000,3,13.67,"C","C4",4,"RENT",42000,0.0680371428571429,0,"INDIVIDUAL",1
"1078",2015-12-01,21000,5,13.67,"C","C4",1,"RENT",50400,0.115488095238095,0,"INDIVIDUAL",1
"1079",2015-12-01,35000,5,18.49,"E","E2",7,"MORTGAGE",75000,0.1437008,0,"INDIVIDUAL",1
"1080",2015-12-01,35000,5,21.99,"F","F1",10,"MORTGAGE",103974,0.111543655144555,0,"INDIVIDUAL",1
"1081",2015-12-01,24000,5,18.99,"E","E3",1,"RENT",62000,0.120474193548387,0,"INDIVIDUAL",1
"1082",2015-12-01,20000,3,11.99,"C","C1",6,"RENT",60000,0.13284,0,"INDIVIDUAL",1
"1083",2015-12-01,15625,3,11.99,"C","C1",6,"RENT",34000,0.183141176470588,0,"INDIVIDUAL",1
"1084",2015-12-01,4800,3,11.99,"C","C1",10,"MORTGAGE",110000,0.0173901818181818,0,"INDIVIDUAL",1
"1085",2015-12-01,4800,3,10.64,"B","B4",2,"RENT",40000,0.046899,0,"INDIVIDUAL",1
"1086",2015-12-01,6000,3,12.59,"C","C2",9,"RENT",90000,0.0267986666666667,1,"INDIVIDUAL",1
"1087",2015-12-01,10000,3,14.48,"C","C5",4,"OWN",105000,0.039328,0,"INDIVIDUAL",1
"1088",2015-12-01,4300,3,13.18,"C","C3",0,"RENT",12000,0.14526,0,"INDIVIDUAL",1
"1089",2015-12-01,9400,3,17.86,"D","D5",10,"MORTGAGE",50000,0.0814032,0,"INDIVIDUAL",1
"1090",2015-12-01,12000,5,10.64,"B","B4",5,"OWN",86000,0.0361060465116279,4,"INDIVIDUAL",1
"1091",2015-12-01,25000,5,13.67,"C","C4",2,"RENT",60000,0.115488,3,"INDIVIDUAL",1
"1092",2015-12-01,10000,3,12.59,"C","C2",1,"RENT",40000,0.100491,0,"INDIVIDUAL",1
"1093",2015-12-01,1000,3,7.26,"A","A4",7,"MORTGAGE",85000,0.00437647058823529,0,"INDIVIDUAL",1
"1094",2015-12-01,30000,5,9.76,"B","B3",1,"OWN",65000,0.117024,0,"INDIVIDUAL",1
"1095",2015-12-01,10000,3,6.24,"A","A2",7,"MORTGAGE",60000,0.061062,0,"INDIVIDUAL",1
"1096",2015-12-01,7000,3,10.64,"B","B4",10,"RENT",105000,0.0260548571428571,0,"INDIVIDUAL",1
"1097",2015-12-01,9000,3,13.18,"C","C3",10,"RENT",60000,0.060806,1,"INDIVIDUAL",1
"1098",2015-12-01,28800,5,17.86,"D","D5",0,"RENT",60000,0.145828,0,"INDIVIDUAL",1
"1099",2015-12-01,24000,3,7.26,"A","A4",9,"MORTGAGE",122000,0.0731714754098361,0,"INDIVIDUAL",1
"1100",2015-12-01,17300,3,5.32,"A","A1",10,"MORTGAGE",114000,0.054841052631579,0,"INDIVIDUAL",1
"1101",2015-12-01,25575,3,13.67,"C","C4",5,"RENT",60000,0.174,0,"INDIVIDUAL",1
"1102",2015-12-01,15000,3,17.86,"D","D5",3,"MORTGAGE",61000,0.106473442622951,0,"INDIVIDUAL",1
"1103",2015-12-01,1000,3,9.76,"B","B3",2,"RENT",60000,0.006432,0,"INDIVIDUAL",1
"1104",2015-12-01,7200,3,6.89,"A","A3",8,"MORTGAGE",105000,0.0253668571428571,0,"INDIVIDUAL",1
"1105",2015-12-01,6000,3,9.17,"B","B2",0,"OWN",70000,0.0327908571428571,0,"INDIVIDUAL",1
"1106",2015-12-01,16950,5,16.55,"D","D2",3,"MORTGAGE",65000,0.077016,0,"INDIVIDUAL",1
"1107",2015-12-01,17000,5,12.59,"C","C2",3,"MORTGAGE",80000,0.0574875,0,"INDIVIDUAL",1
"1108",2015-12-01,32000,3,14.48,"C","C5",10,"RENT",94000,0.140573617021277,0,"INDIVIDUAL",1
"1109",2015-12-01,10000,3,7.26,"A","A4",7,"RENT",32000,0.11623875,0,"INDIVIDUAL",1
"1110",2015-12-01,7500,3,12.59,"C","C2",10,"RENT",48000,0.0628075,0,"INDIVIDUAL",1
"1111",2015-12-01,11200,5,13.67,"C","C4",5,"MORTGAGE",180000,0.0172466666666667,0,"INDIVIDUAL",1
"1112",2015-12-01,21000,5,19.99,"E","E4",6,"MORTGAGE",116500,0.0572971673819742,0,"INDIVIDUAL",1
"1113",2015-12-01,11000,3,7.26,"A","A4",8,"RENT",98000,0.0417502040816327,0,"INDIVIDUAL",1
"1114",2015-12-01,15000,3,8.38,"B","B1",2,"RENT",160000,0.035451,0,"INDIVIDUAL",1
"1115",2015-12-01,20000,3,9.76,"B","B3",10,"MORTGAGE",78000,0.0989384615384615,0,"INDIVIDUAL",1
"1116",2015-12-01,8000,3,16.55,"D","D2",3,"RENT",67000,0.0507653731343284,1,"INDIVIDUAL",1
"1117",2015-12-01,4750,3,15.41,"D","D1",4,"MORTGAGE",55000,0.0361352727272727,0,"INDIVIDUAL",1
"1118",2015-12-01,8000,3,11.22,"B","B5",10,"OWN",84000,0.0375357142857143,0,"INDIVIDUAL",1
"1119",2015-12-01,20000,3,11.22,"B","B5",10,"OWN",58000,0.135902068965517,0,"INDIVIDUAL",1
"1120",2015-12-01,9600,3,10.64,"B","B4",1,"MORTGAGE",60000,0.062532,0,"INDIVIDUAL",1
"1121",2015-12-01,30000,3,17.57,"D","D4",0,"RENT",140000,0.0924102857142857,0,"INDIVIDUAL",1
"1122",2015-12-01,18850,3,13.67,"C","C4",0,"OWN",41000,0.18768,0,"INDIVIDUAL",1
"1123",2015-12-01,6000,3,13.18,"C","C3",3,"RENT",41000,0.0593239024390244,0,"INDIVIDUAL",1
"1124",2015-12-01,28000,3,5.32,"A","A1",2,"MORTGAGE",1e+05,0.1011864,0,"INDIVIDUAL",1
"1125",2015-12-01,35000,5,16.55,"D","D2",2,"MORTGAGE",78000,0.132523076923077,0,"INDIVIDUAL",1
"1126",2015-12-01,14000,3,5.32,"A","A1",6,"MORTGAGE",55000,0.0919876363636364,1,"INDIVIDUAL",1
"1127",2015-12-01,23000,5,10.64,"B","B4",4,"OWN",58562,0.101627676650388,1,"INDIVIDUAL",1
"1128",2015-12-01,12000,3,11.22,"B","B5",0,"MORTGAGE",86700,0.0545494809688581,1,"INDIVIDUAL",1
"1129",2015-12-01,12000,3,9.17,"B","B2",0,"OWN",40000,0.114765,0,"INDIVIDUAL",1
"1130",2015-12-01,5000,3,10.64,"B","B4",4,"RENT",62000,0.0315193548387097,0,"INDIVIDUAL",1
"1131",2015-12-01,2500,3,9.76,"B","B3",2,"RENT",68000,0.0141864705882353,0,"INDIVIDUAL",1
"1132",2015-12-01,7025,3,18.99,"E","E3",10,"OWN",65532,0.0471488738326314,0,"INDIVIDUAL",1
"1133",2015-12-01,13900,5,15.41,"D","D1",7,"RENT",53800,0.0744267657992565,0,"INDIVIDUAL",1
"1134",2015-12-01,9175,3,13.67,"C","C4",10,"MORTGAGE",54000,0.06936,0,"INDIVIDUAL",1
"1135",2015-12-01,10000,3,15.41,"D","D1",1,"RENT",43000,0.0973032558139535,0,"INDIVIDUAL",1
"1136",2015-12-01,12000,3,6.89,"A","A3",10,"MORTGAGE",40000,0.110979,0,"INDIVIDUAL",1
"1137",2015-12-01,24000,5,16.99,"D","D3",10,"RENT",78000,0.0917446153846154,0,"INDIVIDUAL",1
"1138",2015-12-01,14400,5,18.2,"E","E1",10,"OWN",80000,0.055086,1,"INDIVIDUAL",1
"1139",2015-12-01,20000,5,7.89,"A","A5",0,"MORTGAGE",1e+05,0.0485376,0,"INDIVIDUAL",1
"1140",2015-12-01,10000,3,9.76,"B","B3",10,"MORTGAGE",135000,0.0285822222222222,0,"INDIVIDUAL",1
"1141",2015-12-01,10000,5,17.86,"D","D5",0,"OWN",45000,0.0675146666666667,0,"INDIVIDUAL",1
"1142",2015-12-01,12000,5,17.57,"D","D4",10,"RENT",120000,0.030193,0,"INDIVIDUAL",1
"1143",2015-12-01,5500,3,9.76,"B","B3",10,"MORTGAGE",50000,0.0424464,0,"INDIVIDUAL",1
"1144",2015-12-01,8000,3,8.38,"B","B1",0,"MORTGAGE",40000,0.07563,0,"INDIVIDUAL",1
"1145",2015-12-01,10000,3,5.32,"A","A1",10,"MORTGAGE",165000,0.0219018181818182,0,"INDIVIDUAL",1
"1146",2015-12-01,16200,5,18.49,"E","E2",9,"MORTGAGE",85000,0.0586884705882353,0,"INDIVIDUAL",1
"1147",2015-12-01,35000,5,19.99,"E","E4",10,"MORTGAGE",210000,0.0529771428571429,1,"INDIVIDUAL",1
"1148",2015-12-01,18300,3,10.64,"B","B4",4,"MORTGAGE",69000,0.103653913043478,0,"INDIVIDUAL",1
"1149",2015-12-01,25000,5,8.38,"B","B1",10,"RENT",103000,0.0595887378640777,2,"INDIVIDUAL",1
"1150",2015-12-01,1000,3,12.59,"C","C2",10,"OWN",1e+05,0.00402,0,"INDIVIDUAL",1
"1151",2015-12-01,15000,3,6.89,"A","A3",10,"MORTGAGE",94000,0.0590310638297872,0,"INDIVIDUAL",1
"1152",2015-12-01,35000,3,13.18,"C","C3",9,"MORTGAGE",80000,0.1773495,0,"INDIVIDUAL",1
"1153",2015-12-01,8000,3,13.67,"C","C4",1,"RENT",41500,0.0786939759036144,0,"INDIVIDUAL",1
"1154",2015-12-01,10000,3,7.89,"A","A5",9,"MORTGAGE",250000,0.01501728,0,"INDIVIDUAL",1
"1155",2015-12-01,21825,5,13.67,"C","C4",5,"RENT",43680,0.138491758241758,0,"INDIVIDUAL",1
"1156",2015-12-01,25000,3,6.24,"A","A2",5,"MORTGAGE",240000,0.038164,0,"INDIVIDUAL",1
"1157",2015-12-01,15000,3,7.89,"A","A5",7,"OWN",2e+05,0.0281574,0,"INDIVIDUAL",1
"1158",2015-12-01,20000,5,14.48,"C","C5",8,"RENT",90000,0.0627146666666667,2,"INDIVIDUAL",1
"1159",2015-12-01,10000,3,11.99,"C","C1",9,"OWN",55000,0.0724581818181818,0,"INDIVIDUAL",1
"1160",2015-12-01,13300,3,16.99,"D","D3",4,"OWN",35000,0.162555428571429,0,"INDIVIDUAL",1
"1161",2015-12-01,2550,3,14.48,"C","C5",3,"RENT",14000,0.0752142857142857,0,"INDIVIDUAL",1
"1162",2015-12-01,16000,3,11.22,"B","B5",4,"RENT",70000,0.090084,0,"INDIVIDUAL",1
"1163",2015-12-01,35000,5,17.86,"D","D5",2,"MORTGAGE",121200,0.0877336633663366,0,"INDIVIDUAL",1
"1164",2015-12-01,15000,3,15.41,"D","D1",0,"RENT",85000,0.0738352941176471,0,"INDIVIDUAL",1
"1165",2015-12-01,5000,3,7.89,"A","A5",2,"RENT",20800,0.0902480769230769,0,"INDIVIDUAL",1
"1166",2015-12-01,8000,3,10.64,"B","B4",8,"RENT",63000,0.0496285714285714,0,"INDIVIDUAL",1
"1167",2015-12-01,7050,3,9.17,"B","B2",10,"MORTGAGE",75000,0.03596,0,"INDIVIDUAL",1
"1168",2015-12-01,10000,5,18.49,"E","E2",8,"MORTGAGE",109000,0.0282506422018349,0,"INDIVIDUAL",1
"1169",2015-12-01,3000,3,13.18,"C","C3",5,"RENT",33900,0.0358761061946903,0,"INDIVIDUAL",1
"1170",2015-12-01,35000,5,21.99,"F","F1",3,"MORTGAGE",185000,0.0626899459459459,1,"INDIVIDUAL",1
"1171",2015-12-01,13000,3,7.89,"A","A5",10,"MORTGAGE",80000,0.061008,0,"INDIVIDUAL",1
"1172",2015-12-01,18000,3,15.41,"D","D1",10,"RENT",94000,0.0801191489361702,0,"INDIVIDUAL",1
"1173",2015-12-01,25000,5,11.22,"B","B5",3,"MORTGAGE",120000,0.054631,0,"INDIVIDUAL",1
"1174",2015-12-01,12000,5,18.2,"E","E1",10,"MORTGAGE",60000,0.061206,2,"INDIVIDUAL",1
"1175",2015-12-01,7925,3,17.86,"D","D5",2,"MORTGAGE",67000,0.0512167164179104,0,"INDIVIDUAL",1
"1176",2015-12-01,8500,3,13.67,"C","C4",10,"RENT",110000,0.0315436363636364,0,"INDIVIDUAL",1
"1177",2015-12-01,10000,3,13.67,"C","C4",10,"MORTGAGE",115000,0.0354970434782609,4,"INDIVIDUAL",1
"1178",2015-12-01,22000,5,17.57,"D","D4",6,"OWN",50000,0.1328472,0,"INDIVIDUAL",1
"1179",2015-12-01,24000,5,17.86,"D","D5",10,"MORTGAGE",69000,0.105673043478261,0,"INDIVIDUAL",1
"1180",2015-12-01,28000,3,9.17,"B","B2",9,"MORTGAGE",177085,0.0604868848293192,1,"INDIVIDUAL",1
"1181",2015-12-01,18000,5,16.99,"D","D3",8,"RENT",45000,0.119266666666667,0,"INDIVIDUAL",1
"1182",2015-12-01,2200,3,12.59,"C","C2",10,"MORTGAGE",86000,0.0102837209302326,0,"INDIVIDUAL",1
"1183",2015-12-01,7000,3,9.76,"B","B3",10,"MORTGAGE",52000,0.0519438461538462,0,"INDIVIDUAL",1
"1184",2015-12-01,15000,5,19.99,"E","E4",3,"OWN",50000,0.0953592,0,"INDIVIDUAL",1
"1185",2015-12-01,35000,5,16.99,"D","D3",0,"MORTGAGE",135000,0.0773031111111111,0,"INDIVIDUAL",1
"1186",2015-12-01,8750,3,16.55,"D","D2",10,"OWN",25000,0.1488048,0,"INDIVIDUAL",1
"1187",2015-12-01,25000,3,5.32,"A","A1",0,"MORTGAGE",250000,0.03613776,0,"INDIVIDUAL",1
"1188",2015-12-01,9600,3,21.99,"F","F1",3,"RENT",24000,0.18329,0,"INDIVIDUAL",1
"1189",2015-12-01,5000,3,11.22,"B","B5",6,"RENT",24000,0.08211,0,"INDIVIDUAL",1
"1190",2015-12-01,20000,3,9.17,"B","B2",7,"MORTGAGE",260000,0.0294267692307692,0,"INDIVIDUAL",1
"1191",2015-12-01,21000,5,14.48,"C","C5",4,"MORTGAGE",80000,0.074082,0,"INDIVIDUAL",1
"1192",2015-12-01,30000,5,12.59,"C","C2",5,"MORTGAGE",1e+05,0.0811584,0,"INDIVIDUAL",1
"1193",2015-12-01,12000,3,15.41,"D","D1",10,"RENT",50000,0.100416,0,"INDIVIDUAL",1
"1194",2015-12-01,31275,5,21.99,"F","F1",5,"MORTGAGE",68000,0.152401764705882,0,"INDIVIDUAL",1
"1195",2015-12-01,21325,3,14.48,"C","C5",5,"MORTGAGE",42693,0.206259574169068,0,"INDIVIDUAL",1
"1196",2015-12-01,8425,3,15.41,"D","D1",3,"RENT",50000,0.0705,3,"INDIVIDUAL",1
"1197",2015-12-01,18675,5,28.99,"G","G5",8,"MORTGAGE",44500,0.159821123595506,0,"INDIVIDUAL",1
"1198",2015-12-01,20000,3,13.18,"C","C3",3,"RENT",65000,0.124729846153846,0,"INDIVIDUAL",1
"1199",2015-12-01,11000,3,17.86,"D","D5",2,"MORTGAGE",60000,0.079382,0,"INDIVIDUAL",1
"1200",2015-12-01,35000,5,18.2,"E","E1",2,"MORTGAGE",135000,0.0793413333333333,0,"INDIVIDUAL",1
"1201",2015-12-01,20000,3,12.59,"C","C2",0,"MORTGAGE",60000,0.133988,0,"INDIVIDUAL",1
"1202",2015-12-01,5000,3,7.89,"A","A5",3,"MORTGAGE",50000,0.0375432,0,"INDIVIDUAL",1
"1203",2015-12-01,11000,3,13.18,"C","C3",3,"MORTGAGE",50000,0.0891816,0,"INDIVIDUAL",1
"1204",2015-12-01,19900,5,16.99,"D","D3",7,"MORTGAGE",43269,0.137130971365181,0,"INDIVIDUAL",1
"1205",2015-12-01,6000,3,8.38,"B","B1",3,"RENT",140000,0.0162068571428571,1,"INDIVIDUAL",1
"1206",2015-12-01,8000,3,6.24,"A","A2",2,"RENT",40000,0.073275,0,"INDIVIDUAL",1
"1207",2015-12-01,10000,3,11.99,"C","C1",10,"OWN",41000,0.0972,1,"INDIVIDUAL",1
"1208",2015-12-01,28000,3,7.26,"A","A4",10,"OWN",78000,0.133523076923077,0,"INDIVIDUAL",1
"1209",2015-12-01,13800,3,9.76,"B","B3",5,"RENT",65000,0.0819212307692308,0,"INDIVIDUAL",1
"1210",2015-12-01,12000,3,9.17,"B","B2",10,"MORTGAGE",74000,0.0620351351351351,1,"INDIVIDUAL",1
"1211",2015-12-01,10425,3,15.41,"D","D1",8,"OWN",29000,0.150409655172414,0,"INDIVIDUAL",1
"1212",2015-12-01,5200,3,8.38,"B","B1",10,"MORTGAGE",130000,0.0151264615384615,0,"INDIVIDUAL",1
"1213",2015-12-01,30000,5,18.99,"E","E3",2,"RENT",120000,0.077806,0,"INDIVIDUAL",1
"1214",2015-12-01,4000,3,16.55,"D","D2",2,"RENT",50100,0.0339449101796407,0,"INDIVIDUAL",1
"1215",2015-12-01,10000,3,9.17,"B","B2",2,"RENT",60000,0.063758,0,"INDIVIDUAL",1
"1216",2015-12-01,22950,5,18.49,"E","E2",0,"RENT",70000,0.100957714285714,0,"INDIVIDUAL",1
"1217",2015-12-01,1125,3,14.48,"C","C5",3,"RENT",150000,0.0030976,1,"INDIVIDUAL",1
"1218",2015-12-01,8800,3,11.99,"C","C1",0,"MORTGAGE",55000,0.0637636363636364,0,"INDIVIDUAL",1
"1219",2015-12-01,20400,5,16.55,"D","D2",10,"OWN",88000,0.0684640909090909,0,"INDIVIDUAL",1
"1220",2015-12-01,5000,3,9.76,"B","B3",10,"OWN",40000,0.048234,0,"INDIVIDUAL",1
"1221",2015-12-01,5000,3,11.22,"B","B5",6,"OWN",36000,0.05474,0,"INDIVIDUAL",1
"1222",2015-12-01,15000,3,16.55,"D","D2",10,"MORTGAGE",55000,0.115950545454545,1,"INDIVIDUAL",1
"1223",2015-12-01,5875,3,10.64,"B","B4",8,"MORTGAGE",86000,0.0266986046511628,0,"INDIVIDUAL",1
"1224",2015-12-01,35000,5,11.99,"C","C1",0,"MORTGAGE",135000,0.0691893333333333,0,"INDIVIDUAL",1
"1225",2015-12-01,11000,5,11.22,"B","B5",8,"MORTGAGE",65000,0.0443778461538461,0,"INDIVIDUAL",1
"1226",2015-12-01,9050,3,11.99,"C","C1",8,"MORTGAGE",150000,0.024044,0,"INDIVIDUAL",1
"1227",2015-12-01,10000,5,15.41,"D","D1",1,"RENT",30000,0.096024,0,"INDIVIDUAL",1
"1228",2015-12-01,3500,3,13.18,"C","C3",1,"RENT",25000,0.0567552,0,"INDIVIDUAL",1
"1229",2015-12-01,15000,3,7.89,"A","A5",10,"MORTGAGE",140000,0.0402248571428571,0,"INDIVIDUAL",1
"1230",2015-12-01,8000,3,9.17,"B","B2",2,"MORTGAGE",67000,0.0456788059701493,0,"INDIVIDUAL",1
"1231",2015-12-01,13000,5,9.76,"B","B3",1,"MORTGAGE",50000,0.0659232,0,"INDIVIDUAL",1
"1232",2015-12-01,1500,3,13.67,"C","C4",6,"RENT",75000,0.0081648,5,"INDIVIDUAL",1
"1233",2015-12-01,8400,3,16.99,"D","D3",10,"MORTGAGE",105000,0.0342228571428571,0,"INDIVIDUAL",1
"1234",2015-12-01,15000,3,11.99,"C","C1",10,"OWN",54000,0.1107,0,"INDIVIDUAL",1
"1235",2015-12-01,20975,5,20.99,"E","E5",2,"RENT",47700,0.142724528301887,0,"INDIVIDUAL",1
"1236",2015-12-01,10900,3,13.18,"C","C3",0,"OWN",94000,0.0470055319148936,0,"INDIVIDUAL",1
"1237",2015-12-01,8000,3,11.99,"C","C1",1,"RENT",1e+05,0.0318816,0,"INDIVIDUAL",1
"1238",2015-12-01,35000,5,22.99,"F","F2",10,"RENT",78500,0.150797961783439,0,"INDIVIDUAL",1
"1239",2015-12-01,2000,3,14.48,"C","C5",4,"RENT",83500,0.00989173652694611,0,"INDIVIDUAL",1
